Country,seller_name,address,phone_No,join_date,rating,information,seller_id,seller_url,seller_image_url,collection_by_User
AUS,Mr Pickwick's Fine Old Books,"84 Katoomba StreetKatoomba, NSW, Australia
          2780", +61 61-2-4782 7598,16:02:2004,5,"Mr Pickwick's antiquarian and general bookshop sits in the heart of the lovely Blue Mountains city of Katoomba, west of Sydney.

It occupies all three levels of the former Westpac Bank building which houses some 60,000 books, as well as a huge collection of fine Australian art, and many cabinets of exotic collectables and antiques.

The business also includes a professional art framing and furniture restoration business, as well as large complexes ""down the alley"" selling curios and bric-a-brac, and a huge second-hand furniture barn.

As well as dealing with a large local community, Mr Pickwick's has become something of a tourist attraction in itself.

We are open seven days a week 9am to 6 pm, with late night trading on Friday and Saturday nights until 9 pm. ",4510358,https://www.abebooks.com/mr-pickwicks-fine-old-books-katoomba/4510358/sf,/images/bookseller-homepages/10.jpg,"{""Animals & Birds_Mr Pickwick's Fine Old Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4MqyZl3WtNRNP3yFultBcW.png', ""Anthropology_Mr Pickwick's Fine Old Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7g6zDZUX8x14OBcuplVvMg.png', ""Antiquarian & Rare_Mr Pickwick's Fine Old Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7H5UDB2g4cDnNDr75l4MvU.png', ""Antiques & Collectibles_Mr Pickwick's Fine Old Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1xAAitMgALbWHxstTKItR8.png', ""Archaeology_Mr Pickwick's Fine Old Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/jwIkcp2wi1kDn0rhxXO2Y.png', ""Architecture_Mr Pickwick's Fine Old Books"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1td6BZ96mvLovCxJB5LKBd.png'}"
AUS,Rare Illustrated Books,"2/255 Riley StreetSurry Hills, Sydney, NSW, Australia
          2010", +61 0419258194,11:03:2022,5,"We specialise in art books, architecture and design books, gift books, photobooks and children s books. Our stock is selected from around the world and includes limited editions, original photographs, drawings, watercolours, paintings, and ephemera.

At Rare Illustrated Books, we see books as beautiful, tactile objects, as wondrous amalgamations of art & design. Our philosophy is focused on promoting the book as a work of art. 

Founded in 2001, Rare Illustrated Books has grown rapidly to become one of the best-known specialist dealers in the Southern Hemisphere. We enjoy close working relationships with our clients   private collectors, libraries and institutions   and relish the opportunity to find books, expand libraries, and offer guidance in relation to restoration, conservation and insurance. Rare Illustrated Books is a Sydney-based firm. Please visit our website - www.rareillustratedbooks.com - for further information.

",661047,https://www.abebooks.com/rare-illustrated-books-surry-hills%2c-sydney/661047/sf,,"{'Aboriginal Art_Rare Illustrated Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/mPGV3RUhpz6XYv6zKXo7S.png', 'Aboriginal Australia_Rare Illustrated Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1UXwfEUkqz2VIwzjFY9zeX.png', 'Advertising & Commercial Art_Rare Illustrated Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3iE36etUJN0V8V8KEGrFn3.png', 'Aesthetics_Rare Illustrated Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2N4pOCuwnbtWzULoNWyUVI.png', 'Animals_Rare Illustrated Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2gi9JyjrxLd4kC3ncJjCdw.png', 'Anthropology & Ethnography_Rare Illustrated Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2fgkpBlFxxNhLnI9q3wSQ.png'}"
AUS,Sell Inventory,"Melbourne, VIC, Australia", +61 452 447 867,12:11:2022,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",85430350,https://www.abebooks.com/sell-inventory-melbourne/85430350/sf,,{}
AUS,Sappho Books,"51 Glebe Point RdGlebe
          
          Sydney, NSW, Australia
          2037", +61 (02) 95524498,14:10:2014,5,"We are one of Sydney's favourite General Second-hand Bookstores. 
See www.sapphobooks.com.au for more details. We only have a small fraction of our books listed for online sale, our three-floor building is the home to almost 30,000 more titles and is open for browsing every day.
Our sister shop, operating out of the same address, is Da Capo Music, for second-hand sheet music and scores, music books and vinyl records.
See dacapo.com.au for more details.",59010280,https://www.abebooks.com/sappho-books-sydney/59010280/sf,https://pictures.abebooks.com/storefront/59010280/VendorStoreFront.jpg,{}
AUS,Ruby Red Apples,"Spearwood, WA, Australia",,11:04:2023,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",86330086,https://www.abebooks.com/ruby-red-apples-spearwood/86330086/sf,,{}
AUS,Sainsbury's Books Pty. Ltd.,"Sainsburys Books534 Riversdale Rd
          
          Camberwell, VIC, Australia
          3124",,18:02:1998,4,"We have three stores specializing in Art, Architecture, Photography, Literature, Philosophy and History",14450,https://www.abebooks.com/sainsburys-books-pty-ltd-camberwell/14450/sf,/images/bookseller-homepages/4.jpg,{}
AUS,Sad Paradise Books,"PO Box  8003Rippleside, VIC, Australia
          3215",,24:07:2003,5,"Offering a range of quality used, rare and out-of print books online since 2003. 
Our priority is excellence in personal service to our customers.

",844025,https://www.abebooks.com/sad-paradise-books-rippleside/844025/sf,/images/bookseller-homepages/5.jpg,"{'Art_Sad Paradise Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/72RzM08cYMCChH2NWnczTx.png', 'Asia Pacific_Sad Paradise Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1UZKHpxOaEpA4i8LYrq1Y9.png', 'Australia_Sad Paradise Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7GusLqMjQTg0wJdt1UzxOa.png', 'Beat Generation_Sad Paradise Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4mXG8DlSeLQgRdXqcvOhLJ.png', 'Fiction_Sad Paradise Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6vOjBtHxEj64WtzpbMgitF.png', 'Literature_Sad Paradise Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5MviqzyG8guHMjFCOjB6qD.png'}"
AUS,Roy Williamson,"Sydney, NSW, Australia",,06:11:2020,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",50951187,https://www.abebooks.com/roy-williamson-sydney/50951187/sf,,{}
AUS,The Non-Spoken Word Publicationz,"Seven Hills, NSW, Australia",,17:04:2023,5,"We specialize in the LOST Scriptures from the ancient Christian tradition, with new translations from the Indo-Germanic / Aramaic vein. All supported by a number of relative self published dictionaries. This also includes other relative books. Thank you for stopping by and taking a look.

The bottom-line main question that we all have to answer here is : Are the Modern Day Translations Accurate, or are they not? Are the many words that are being used today, replacing much of THE ORIGINAL THOUGHT?",85302460,https://www.abebooks.com/the-non-spoken-word-publicationz-seven-hills/85302460/sf,https://pictures.abebooks.com/storefront/85302460/VendorStoreFront.jpg,{}
AUS,ZZ-QA_Test_Aussie_Seller_1,"Test 100Test The Way
          
          Test Canberra, NT, Australia
          2017",,22:01:2002,1,TEST ABOUT BOOKSTORE,2764,https://www.abebooks.com/zz-qa_test_aussie_seller_1-test-canberra/2764/sf,/images/bookseller-homepages/10.jpg,{}
AUS,Yarra Cottage Books,"Warrandyte, VIC, Australia", +61 0412296122,07:05:2001,2,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",834911,https://www.abebooks.com/yarra-cottage-books-warrandyte/834911/sf,,{}
AUS,The Last Post Bookshop,"106 Albury StreetHolbrook, NSW, Australia
          2644", +61 610260363006,05:08:2002,4,"The Last Post Bookshop specialises in non fiction titles. Particularly Military history, Australian History,  Craft of all types and pattern booklets,  also history, agriculture, and local histories.   Most of our books are out of print.  We are in a small country town on the Hume Highway, midway between Sydney and Melbourne. ",1391236,https://www.abebooks.com/the-last-post-bookshop-holbrook/1391236/sf,/images/bookseller-homepages/4.jpg,{}
AUS,Wormhole Books,"PO Box 1203Kunyung, VIC, Australia
          3930", +61 0417673015,26:08:2009,5,We are a general online-only bookseller working from the beautiful Mornington Peninsula just south of Melbourne.,256924,https://www.abebooks.com/wormhole-books-kunyung/256924/sf,/images/bookseller-homepages/7.jpg,{}
AUS,WWA,"Maddington, WA, Australia",,25:08:2022,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",85143507,https://www.abebooks.com/wwa-maddington/85143507/sf,,{}
AUS,Windhover Books,"Lake Gardens, VIC, Australia",,02:06:2021,5,"Windhover Books specialises in rare, collectable and paperback editions from the best authors in Religion, Philosophy, Literature, Occultism, Poetry, Biography, History, Music, Art and Film. Each volume is hand-picked and lovingly presented.",82880860,https://www.abebooks.com/windhover-books-lake-gardens/82880860/sf,https://pictures.abebooks.com/storefront/82880860/VendorStoreFront.jpg,{}
AUS,West Beach Community Books,"West Beach, SA, Australia", +61 417678737,15:11:2019,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",70576982,https://www.abebooks.com/west-beach-community-books-west-beach/70576982/sf,,{}
AUS,UNSW Bookshop,"Sydney, NSW, Australia",,04:06:2019,5,"We're a university bookshop in Sydney, Australia

We stock a wide range of the usual and unusual.",71481067,https://www.abebooks.com/unsw-bookshop-sydney/71481067/sf,https://pictures.abebooks.com/storefront/71481067/VendorStoreFront.jpg,{}
AUS,VILLAGE BOOKS & COLLECTABLES,"Kingston, ACT, Australia", +61 (04) 0959 4357,13:03:2020,4,"Village Books greeted its first customers in 2002 as it went online from the United States.  About five years later, Village Books opened a successor operation in Vancouver, British Columbia, Canada. 

Recently, when our family was offered opportunities with The Australian National University, we began our newest rare book adventure in Canberra. 


~~~  Village Books & Collectables tries to remain true to its name and its history.  We prefer a  small village atmosphere shared with our customers.  We endeavour to focus on the rare and collectable rather than quantity. 

~~~  If you're looking for hard-to-find first editions or limited editions, we may be able to help. When ephemera or author association items illuminate more about the lives of the authors we collect and market, we may be able to offer you collectable items of interest as well. 

~~~ Mark Monroe is the primary owner and General Manager of Village Books & Collectables and happily operates our online presence from one of Australia's most charming capital cities, Canberra. 

~~~ Village Books & Collectables is registered and licenced for business in Australia under ABN # 14294756523. ",72833728,https://www.abebooks.com/village-books-collectables-kingston/72833728/sf,https://pictures.abebooks.com/storefront/72833728/VendorStoreFront.jpg,{}
AUS,Two Brown Cats Bookshop,"1/30 Fitzmaurice StreetWagga Wagga, NSW, Australia
          2650", +61 403272971,09:03:2010,2,"Welcome to our pre-loved book boutique!

Two Brown Cats Bookshop was established in 2004, in Bundanoon, NSW. Since 2008 we have operated online and at various local markets. 

We are now located in Wagga Wagga, NSW and recently opened the doors to our gorgeous new shop that we share with local florist, Little Triffids Flowers.

Come and visit us at 1/30 Fitzmaurice Street Wagga Wagga. 
We are open 5 days/week, closed Sundays & Tuesdays.

We are passionate about sourcing and stocking only the best quality books, as we believe that books should last a lifetime. New listings are being added all the time. We stock a vast range of books on many subjects with a special interest in Cooking, Art & Design, Children's and Literature. 

And yes, there have been a cludder of resident Brown Burmese cats over the years. ""Myf"" & ""Frankie"" being our much loved generation 2 & 3 darlings.

To get in touch please do not hesitate to contact us via e-mail or the 'Ask the Bookseller a Question' option.

Alternate email: hello@twobrowncatsbookshop.com.au
Follow us on Instagram: @twobrowncatsbookshop
",8729437,https://www.abebooks.com/two-brown-cats-bookshop-wagga-wagga/8729437/sf,https://pictures.abebooks.com/storefront/8729437/VendorStoreFront.jpg,{}
AUS,Time Booksellers,"Somerville, VIC, Australia", +61 (03) 59776809,05:04:1997,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",5667,https://www.abebooks.com/time-booksellers-somerville/5667/sf,,{}
AUS,THETEXTBOOKSHOP,"wyndham vale, VIC, Australia",,10:11:2022,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",85535607,https://www.abebooks.com/thetextbookshop-wyndham-vale/85535607/sf,,{}
AUS,The Known World Bookshop,"28 Main RoadBallarat, VIC, Australia
          3350", +61 0438 412670,17:05:2018,5,"The Known World Bookshop started life as Buninyong Books in the little gold-mining township of Buninyong in 2001. We moved to Ballarat, and operated as the Known World Bookshop for eight years, establishing a reputation as one of country Victoria's best secondhand bookshops. We moved to a beautiful 1870s building in the township of Linton temporarily, and are now about to open in our permanent home at 28 Main Road, Ballarat, a wonderful precinct of historic buildings and interesting cafes, restaurants and antique shops.
We are proud to offer the same selection of carefully curated books covering a wide range of topics including history, natural history, literature, children's, the old and unusual, Ballarat and local history, philosophy, art, military and more.

We pride ourselves on our collection here at the Known World, and on the service we offer our customers, both visitors through the door, and those ordering online. If you order any of our books online, you can be assured of the same courteous service that we afford our customers here at the shop. Your enquiries will be answered promptly, your orders processed quickly, books packaged carefully, and posted usually the day following the processing of your order.

I hope you enjoy browsing our collection.

Michelle",862691,https://www.abebooks.com/the-known-world-bookshop-ballarat/862691/sf,/images/bookseller-homepages/4.jpg,{}
